year,coc_number,coc_name
2017,AR-505,Southeast Arkansas
2018,AR-505,Southeast Arkansas
2019,AR-505,Southeast Arkansas
2014,AR-508,Fort Smith
2015,AR-508,Fort Smith
2016,AR-508,Fort Smith
2012,AR-512,"Boone, Baxter, Marion, Newton Counties"
2016,AR-512,"Boone, Baxter, Marion, Newton Counties"
2017,AR-512,"Boone, Baxter, Marion, Newton Counties"
2019,AS-500,American Samoa
2012,AZ-500,Arizona Balance of State
2013,AZ-500,Arizona Balance of State
2014,AZ-500,Arizona Balance of State
2015,AZ-500,Arizona Balance of State
2016,AZ-500,Arizona Balance of State
2017,AZ-500,Arizona Balance of State
2018,AZ-500,Arizona Balance of State
2019,AZ-500,Arizona Balance of State
2012,AZ-501,"Tucson,Pima County"
2013,AZ-501,"Tucson,Pima County"
2014,AZ-501,"Tucson,Pima County"
2015,AZ-501,"Tucson,Pima County"
2016,AZ-501,"Tucson,Pima County"
2017,AZ-501,"Tucson,Pima County"
2018,AZ-501,"Tucson,Pima County"
2019,AZ-501,"Tucson,Pima County"
2012,AZ-502,"Phoenix,Mesa,Maricopa County"
2013,AZ-502,"Phoenix,Mesa,Maricopa County"
2014,AZ-502,"Phoenix,Mesa,Maricopa County"
2015,AZ-502,"Phoenix, Mesa,Maricopa County"
2016,AZ-502,"Phoenix, Mesa,Maricopa County"
2017,AZ-502,"Phoenix, Mesa,Maricopa County"
2018,AZ-502,"Phoenix, Mesa,Maricopa County"
2019,AZ-502,"Phoenix,Mesa,Maricopa County"
2012,CA-500,"San Jose,Santa Clara City & County"
2013,CA-500,"San Jose,Santa Clara City & County"
2014,CA-500,"San Jose,Santa Clara City & County"
2015,CA-500,"San Jose, Santa Clara City & County"
2016,CA-500,"San Jose, Santa Clara City & County"
2017,CA-500,"San Jose, Santa Clara City & County"
2018,CA-500,"San Jose,Santa Clara City & County"
2019,CA-500,"San Jose, Santa Clara City & County"
2012,CA-501,San Francisco
2013,CA-501,San Francisco
2014,CA-501,San Francisco
2015,CA-501,San Francisco
2016,CA-501,San Francisco
2017,CA-501,San Francisco
2018,CA-501,San Francisco
2019,CA-501,San Francisco
2012,CA-502,"Oakland,Alameda County"
2013,CA-502,"Oakland,Alameda County"
2014,CA-502,"Oakland,Alameda County"
2015,CA-502,"Oakland, Berkeley,Alameda County"
2016,CA-502,"Oakland, Berkeley,Alameda County"
2017,CA-502,"Oakland, Berkeley,Alameda County"
2018,CA-502,"Oakland, Berkeley,Alameda County"
2019,CA-502,"Oakland, Berkeley,Alameda County"
2012,CA-503,Sacramento City & County
2013,CA-503,Sacramento City & County
2014,CA-503,Sacramento City & County
2015,CA-503,Sacramento City & County
2016,CA-503,Sacramento City & County
2017,CA-503,Sacramento City & County
2018,CA-503,Sacramento City & County
2019,CA-503,Sacramento City & County
2012,CA-504,"Santa Rosa,Petaluma,Sonoma County"
2013,CA-504,"Santa Rosa,Petaluma,Sonoma County"
2014,CA-504,"Santa Rosa,Petaluma,Sonoma County"
2015,CA-504,"Santa Rosa, Petaluma,Sonoma County"
2016,CA-504,"Santa Rosa, Petaluma,Sonoma County"
2017,CA-504,"Santa Rosa, Petaluma,Sonoma County"
2018,CA-504,"Santa Rosa,Petaluma,Sonoma County"
2019,CA-504,"Santa Rosa, Petaluma,Sonoma County"
2012,CA-505,"Richmond,Contra Costa County"
2013,CA-505,"Richmond,Contra Costa County"
2014,CA-505,"Richmond,Contra Costa County"
2015,CA-505,"Richmond,Contra Costa County"
2016,CA-505,"Richmond,Contra Costa County"
2017,CA-505,"Richmond,Contra Costa County"
2018,CA-505,"Richmond,Contra Costa County"
2019,CA-505,"Richmond,Contra Costa County"
2012,CA-506,"linas,Monterey, San Benito Counties"
2013,CA-506,"Salinas,Monterey, San Benito Counties"
2014,CA-506,"linas,Monterey, San Benito Counties"
2015,CA-506,"Salinas,Monterey, San Benito Counties"
2016,CA-506,"Salinas,Monterey, San Benito Counties"
2017,CA-506,"Salinas,Monterey, San Benito Counties"
2018,CA-506,"Salinas,Monterey, San Benito Counties"
2019,CA-506,"Salinas,Monterey, San Benito Counties"
2012,CA-507,Marin County
2013,CA-507,Marin County
2014,CA-507,Marin County
2015,CA-507,Marin County
2016,CA-507,Marin County
2017,CA-507,Marin County
2018,CA-507,Marin County
2019,CA-507,Marin County
2012,CA-508,"Watsonville,Santa Cruz City & County"
2013,CA-508,"Watsonville,Santa Cruz City & County"
2014,CA-508,"Watsonville,Santa Cruz City & County"
2015,CA-508,"Watsonville,Santa Cruz City & County"
2016,CA-508,"Watsonville,Santa Cruz City & County"
2017,CA-508,"Watsonville,Santa Cruz City & County"
2018,CA-508,"Watsonville,Santa CruzCity & County"
2019,CA-508,"Watsonville,Santa Cruz City & County"
2012,CA-509,Mendocino County
2013,CA-509,Mendocino County
2014,CA-509,Mendocino County
2015,CA-509,Mendocino County
2016,CA-509,Mendocino County
2017,CA-509,Mendocino County
2018,CA-509,Mendocino County
2019,CA-509,Mendocino County
2012,CA-510,"Turlock,Modesto,Stanislaus County"
2013,CA-510,"Turlock,Modesto,Stanislaus County"
2014,CA-510,"Turlock,Modesto,Stanislaus County"
2015,CA-510,"Turlock, Modesto,Stanislaus County"
2016,CA-510,"Turlock, Modesto,Stanislaus County"
2017,CA-510,"Turlock, Modesto,Stanislaus County"
2018,CA-510,"Turlock, Modesto,StanislausCounty"
2019,CA-510,"Turlock, Modesto,Stanislaus County"
2012,CA-511,"Stockton,San Joaquin County"
2013,CA-511,"Stockton,San Joaquin County"
2014,CA-511,"Stockton,San Joaquin County"
2015,CA-511,"Stockton,San Joaquin County"
2016,CA-511,"Stockton,San Joaquin County"
2017,CA-511,"Stockton,San Joaquin County"
2018,CA-511,"Stockton,San Joaquin County"
2019,CA-511,"Stockton,San Joaquin County"
2012,CA-512,"Daly,San Mateo County"
2013,CA-512,"Daly,San Mateo County"
2014,CA-512,"Daly,San Mateo County"
2015,CA-512,"Daly City,San Mateo County"
2016,CA-512,"Daly City,San Mateo County"
2017,CA-512,"Daly City,San Mateo County"
2018,CA-512,"Daly City,San Mateo County"
2019,CA-512,"Daly City,San Mateo County"
2012,CA-513,"Visalia, Kings, Tulare Counties"
2013,CA-513,"Visalia, Kings, Tulare Counties"
2014,CA-513,"Visalia, Kings, Tulare Counties"
2015,CA-513,"Visalia,Kings, Tulare Counties"
2016,CA-513,"Visalia,Kings, Tulare Counties"
2017,CA-513,"Visalia,Kings, Tulare Counties"
2018,CA-513,"Visalia,Kings, Tulare Counties"
2019,CA-513,"Visalia, Kings, Tulare Counties"
2012,CA-514,"Fresno,Madera County"
2013,CA-514,"Fresno,Madera County"
2014,CA-514,"Fresno,Madera County"
2015,CA-514,"Fresno City & County,Madera County"
2016,CA-514,"Fresno City & County,Madera County"
2017,CA-514,"Fresno City & County,Madera County"
2018,CA-514,"Fresno City &County,Madera County"
2019,CA-514,"Fresno,Madera County"
2012,CA-515,"Roseville,Rocklin,Placer, Nevada Counties"
2013,CA-515,"Roseville,Rocklin,Placer, Nevada Counties"
2014,CA-515,"Roseville,Rocklin,Placer, Nevada Counties"
2015,CA-515,"Roseville, Rocklin,Placer, Nevada Counties"
2016,CA-515,"Roseville, Rocklin,Placer, Nevada Counties"
2017,CA-515,"Roseville, Rocklin,Placer,Nevada Counties"
2018,CA-515,"Roseville, Rocklin,Placer, NevadaCounties"
2019,CA-515,"Roseville,Rocklin,Placer, Nevada Counties"
2012,CA-516,"Redding,Shasta County"
2013,CA-516,"Redding,Shasta County"
2014,CA-516,"Redding,Shasta County"
2015,CA-516,"Redding,Shasta County"
2016,CA-516,"Redding,Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties"
2017,CA-516,"Redding,Shasta, Siskiyou,Lassen, Plumas, Del Norte, Modoc, Sierra Counties"
2018,CA-516,"Redding,Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, SierraCounties"
2019,CA-516,"Redding,Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties"
2012,CA-517,Napa City & County
2013,CA-517,Napa City & County
2014,CA-517,Napa City & County
2015,CA-517,Napa City & County
2016,CA-517,Napa City & County
2017,CA-517,Napa City & County
2018,CA-517,Napa City & County
2019,CA-517,Napa City & County
2012,CA-518,"Vallejo,Solano County"
2013,CA-518,"Vallejo,Solano County"
2014,CA-518,"Vallejo,Solano County"
2015,CA-518,"Vallejo,Solano County"
2016,CA-518,"Vallejo,Solano County"
2017,CA-518,"Vallejo,Solano County"
2018,CA-518,"Vallejo,Solano County"
2019,CA-518,"Vallejo,Solano County"
2012,CA-519,"Chico,Paradise,Butte County"
2013,CA-519,"Chico,Paradise,Butte County"
2014,CA-519,"Chico,Paradise,Butte County"
2015,CA-519,"Chico, Paradise,Butte County"
2016,CA-519,"Chico, Paradise,Butte County"
2017,CA-519,"Chico, Paradise,Butte County"
2018,CA-519,"Chico, Paradise,Butte County"
2019,CA-519,"Chico,Paradise,Butte County"
2012,CA-520,Merced City & County
2013,CA-520,Merced City & County
2014,CA-520,Merced City & County
2015,CA-520,Merced City & County
2016,CA-520,Merced City & County
2017,CA-520,Merced City & County
2018,CA-520,Merced City & County
2019,CA-520,Merced City & County
2012,CA-521,"Davis,Woodland,Yolo County"
2013,CA-521,"Davis,Woodland,Yolo County"
2014,CA-521,"Davis,Woodland,Yolo County"
2015,CA-521,"Davis, Woodland,Yolo County"
2016,CA-521,"Davis, Woodland,Yolo County"
2017,CA-521,"Davis, Woodland,Yolo County"
2018,CA-521,"Davis, Woodland,Yolo County"
2019,CA-521,"Davis,Woodland,Yolo County"
2012,CA-522,Humboldt County
2013,CA-522,Humboldt County
2014,CA-522,Humboldt County
2015,CA-522,Humboldt County
2016,CA-522,Humboldt County
2017,CA-522,Humboldt County
2018,CA-522,Humboldt County
2019,CA-522,Humboldt County
2012,CA-523,"Colusa, Glen, Lake, Tehama, Trinity Counties"
2015,CA-523,"Colusa, Glenn, Trinity Counties"
2016,CA-523,"Colusa, Glenn, Trinity Counties"
2017,CA-523,"Colusa, Glenn, Trinity Counties"
2018,CA-523,"Colusa, Glenn, Trinity Counties"
2019,CA-523,"Colusa, Glenn, Trinity Counties"
2012,CA-524,"Yuba City, Marysville"
2014,CA-524,"ba City and County,Sutter County"
2015,CA-524,"Yuba City,Sutter County"
2016,CA-524,"Yuba City & County,Sutter County"
2017,CA-524,"Yuba City & County,Sutter County"
2018,CA-524,"Yuba City & County,Sutter County"
2019,CA-524,"Yuba City and County,Sutter County"
2012,CA-525,El Dorado County
2013,CA-525,El Dorado County
2014,CA-525,El Dorado County
2015,CA-525,El Dorado County
2016,CA-525,El Dorado County
2017,CA-525,El Dorado County
2018,CA-525,El Dorado County
2019,CA-525,El Dorado County
2012,CA-526,"Tuolumne, Calaveras, Amador Counties"
2013,CA-526,"Tuolumne, Calaveras, Amador Counties"
2014,CA-526,"Tuolumne, Calaveras, Amador Counties"
2015,CA-526,"Tuolumne, Amador, Calaveras, Mariposa Counties"
2016,CA-526,"Tuolumne, Amador, Calaveras, Mariposa Counties"
2017,CA-526,"Tuolumne, Amador, Calaveras,Mariposa Counties"
2018,CA-526,"Amador, Calaveras, Mariposa,Tuolumne Counties"
2019,CA-526,"Tuolumne, Calaveras, Amador Counties"
2015,CA-527,Tehama County
2016,CA-527,Tehama County
2017,CA-527,Tehama County
2018,CA-527,Tehama County
2019,CA-527,Tehama County
2012,CA-528,Del Norte County
2015,CA-529,Lake County
2017,CA-529,Lake County
2018,CA-529,Lake County
2019,CA-529,Lake County
2016,CA-530,"Alpine, Inyo, Mono Counties"
2017,CA-530,"Alpine, Inyo, Mono Counties"
2018,CA-530,"Alpine, Inyo, Mono Counties"
2019,CA-530,"Inyo, Mono, Alpine Counties"
2019,CA-531,Nevada County
2012,CA-600,Los Angeles City & County
2013,CA-600,Los Angeles City & County
2014,CA-600,Los Angeles City & County
2015,CA-600,Los Angeles City & County
2016,CA-600,Los Angeles City & County
2017,CA-600,Los Angeles City & County
2018,CA-600,Los Angeles City & County
2019,CA-600,Los Angeles City & County
2012,CA-601,San Diego
2013,CA-601,San Diego
2014,CA-601,San Diego
2015,CA-601,San Diego City and County
2016,CA-601,San Diego City and County
2017,CA-601,San Diego City and County
2018,CA-601,San Diego City and County
2019,CA-601,San Diego City and County
2012,CA-602,"Santa Ana,Anaheim,Orange County"
2013,CA-602,"Santa Ana,Anaheim,Orange County"
2014,CA-602,"Santa Ana,Anaheim,Orange County"
2015,CA-602,"Santa Ana, Anaheim,Orange County"
2016,CA-602,"Santa Ana, Anaheim,Orange County"
2017,CA-602,"Santa Ana, Anaheim,Orange County"
2018,CA-602,"Santa Ana,Anaheim,Orange County"
2019,CA-602,"Santa Ana,Anaheim,Orange County"
2012,CA-603,"Santa Maria,Santa Barbara County"
2013,CA-603,"Santa Maria,Santa Barbara County"
2014,CA-603,"Santa Maria,Santa Barbara County"
2015,CA-603,"Santa Maria,Santa Barbara County"
2016,CA-603,"Santa Maria,Santa Barbara County"
2017,CA-603,"Santa Maria,Santa Barbara County"
2018,CA-603,"Santa Maria,Santa BarbaraCounty"
2019,CA-603,"Santa Maria,Santa Barbara County"
2012,CA-604,"Bakersfield,Kern County"
2013,CA-604,"Bakersfield,Kern County"
2014,CA-604,"Bakersfield,Kern County"
2015,CA-604,"Bakersfield,Kern County"
2016,CA-604,"Bakersfield,Kern County"
2017,CA-604,"Bakersfield,Kern County"
2018,CA-604,"Bakersfield,Kern County"
2019,CA-604,"Bakersfield,Kern County"
2012,CA-605,"San Buenaventura,Ventura County"
2012,CA-606,Long Beach
2013,CA-606,Long Beach
2014,CA-606,Long Beach
2015,CA-606,Long Beach
2016,CA-606,Long Beach
2017,CA-606,Long Beach
2018,CA-606,Long Beach
2019,CA-606,Long Beach
2012,CA-607,Pasadena
2013,CA-607,Pasadena
2014,CA-607,Pasadena
2015,CA-607,Pasadena
2016,CA-607,Pasadena
2017,CA-607,Pasadena
2018,CA-607,Pasadena
2019,CA-607,Pasadena
2012,CA-608,Riverside City & County
2013,CA-608,Riverside City & County
2014,CA-608,Riverside City & County
2015,CA-608,Riverside City & County
2016,CA-608,Riverside City & County
2017,CA-608,Riverside City & County
2018,CA-608,Riverside City & County
2019,CA-608,Riverside City & County
2012,CA-609,San Bernardino City & County
2013,CA-609,San Bernardino City & County
2014,CA-609,San Bernardino City & County
2015,CA-609,San Bernardino City & County
2016,CA-609,San Bernardino City & County
2017,CA-609,San Bernardino City & County
2018,CA-609,San Bernardino City & County
2019,CA-609,San Bernardino City & County
2012,CA-611,Oxnard
2013,CA-611,"Oxnard,San Buenaventura,Venutra County"
2014,CA-611,"nard,San Buenaventura,Ventura County"
2015,CA-611,"Oxnard, San Buenaventura,Ventura County"
2016,CA-611,"Oxnard, San Buenaventura,Ventura County"
2017,CA-611,"Oxnard, San Buenaventura,Ventura County"
2018,CA-611,"Oxnard, San Buenaventura,VenturaCounty"
2019,CA-611,"Oxnard,San Buenaventura,Ventura County"
2012,CA-612,Glendale
2013,CA-612,Glendale
2014,CA-612,Glendale
2015,CA-612,Glendale
2016,CA-612,Glendale
2017,CA-612,Glendale
2018,CA-612,Glendale
2019,CA-612,Glendale
2012,CA-613,Imperial County
2013,CA-613,Imperial County
2014,CA-613,Imperial County
2015,CA-613,Imperial County
2016,CA-613,Imperial County
2017,CA-613,Imperial County
2018,CA-613,Imperial County
2019,CA-613,Imperial County
2012,CA-614,San Luis Obispo County
2013,CA-614,San Luis Obispo County
2014,CA-614,San Luis Obispo County
2015,CA-614,San Luis Obispo County
2016,CA-614,San Luis Obispo County
2017,CA-614,San Luis Obispo County
2018,CA-614,San Luis Obispo County
2019,CA-614,San Luis Obispo County
2015,CA-615,"Alpine, Inyo, Mono Counties"
2012,CO-500,Colorado Balance of State
2013,CO-500,Colorado Balance of State
2014,CO-500,Colorado Balance of State
2015,CO-500,Colorado Balance of State
2016,CO-500,Colorado Balance of State
2017,CO-500,Colorado Balance of State
2018,CO-500,Colorado Balance of State
2019,CO-500,Colorado Balance of State
2012,CO-503,Metropolitan Denver Homeless Initiative
2013,CO-503,Metropolitan Denver Homeless Initiative
2014,CO-503,Metropolitan Denver Homeless Initiative
2015,CO-503,Metropolitan Denver
2016,CO-503,Metropolitan Denver
2017,CO-503,Metropolitan Denver
2018,CO-503,Metropolitan Denver
2019,CO-503,Metropolitan Denver
2012,CO-504,"Colorado Springs,El Paso County"
2013,CO-504,"Colorado Springs,El Paso County"
2014,CO-504,"Colorado Springs,El Paso County"
2015,CO-504,"Colorado Springs,El Paso County"
2016,CO-504,"Colorado Springs,El Paso County"
2017,CO-504,"Colorado Springs,El Paso County"
2018,CO-504,"Colorado Springs,El Paso County"
2019,CO-504,"Colorado Springs,El Paso County"
2012,CT-501,New Haven
2012,CT-502,Hartford
2013,CT-502,Hartford
2014,CT-502,Hartford
2015,CT-502,Hartford
2012,CT-503,"Bridgeport,Stratford,Fairfield"
2013,CT-503,"Bridgeport,Stratford,Fairfield"
2014,CT-503,"Bridgeport,Stratford,Fairfield"
2015,CT-503,"Bridgeport, Stamford, Norwalk,Fairfield County"
2016,CT-503,"Bridgeport, Stamford, Norwalk,Fairfield County"
2017,CT-503,"Bridgeport, Stamford,Norwalk,Fairfield County"
2018,CT-503,"Bridgeport, Stamford, Norwalk,Fairfield County"
2019,CT-503,"Bridgeport,Stratford,Fairfield"
2012,CT-505,Connecticut Balance of State
2013,CT-505,Connecticut Balance of State
2014,CT-505,Connecticut Balance of State
2015,CT-505,Connecticut Balance of State
2016,CT-505,Connecticut Balance of State
2017,CT-505,Connecticut Balance of State
2018,CT-505,Connecticut Balance of State
2019,CT-505,Connecticut Balance of State
2012,CT-506,"Norwalk,Fairfield County"
2013,CT-506,"Norwalk,Fairfield County"
2014,CT-506,"Norwalk,Fairfield County"
2012,CT-508,"Stamford,Greenwich"
2013,CT-508,"Stamford,Greenwich"
2014,CT-508,"Stamford,Greenwich"
2012,CT-512,City of Waterbury
2013,CT-512,City of Waterbury
2014,CT-512,City of Waterbury
2012,DC-500,District of Columbia
2013,DC-500,District of Columbia
2014,DC-500,District of Columbia
2015,DC-500,District of Columbia
2016,DC-500,District of Columbia
2017,DC-500,District of Columbia
2018,DC-500,District of Columbia
2019,DC-500,District of Columbia
2012,DE-500,Delaware Statewide
2013,DE-500,Delaware Statewide
2014,DE-500,Delaware Statewide
2015,DE-500,Delaware Statewide
2016,DE-500,Delaware Statewide
2017,DE-500,Delaware Statewide
2018,DE-500,Delaware Statewide
2019,DE-500,Delaware Statewide
2012,FL-500,"Sarasota,Bradenton,Manatee, Sarasota Counties"
2013,FL-500,"Sarasota,Bradenton,Manatee, Sarasota Counties"
2014,FL-500,"Sarasota,Bradenton,Manatee, Sarasota Counties"
2015,FL-500,"Sarasota, Bradenton,Manatee, Sarasota Counties"
2016,FL-500,"Sarasota, Bradenton,Manatee, Sarasota Counties"
2017,FL-500,"Sarasota, Bradenton,Manatee,Sarasota Counties"
2018,FL-500,"Sarasota, Bradenton,Manatee,Sarasota Counties"
2019,FL-500,"Sarasota,Bradenton,Manatee, Sarasota Counties"
2012,FL-501,"Tampa,Hillsborough County"
2013,FL-501,"Tampa,Hillsborough County"
2014,FL-501,"Tampa,Hillsborough County"
2015,FL-501,"Tampa,Hillsborough County"
2016,FL-501,"Tampa,Hillsborough County"
2017,FL-501,"Tampa,Hillsborough County"
2018,FL-501,"Tampa,Hillsborough County"
2019,FL-501,"Tampa,Hillsborough County"
2012,FL-502,"St. Petersburg,Clearwater,Largo,Pinellas County"
2013,FL-502,"St. Petersburg,Clearwater,Largo,Pinellas County"
2014,FL-502,"St. Petersburg,Clearwater,Largo,Pinellas County"
2015,FL-502,"St. Petersburg, Clearwater, Largo,Pinellas County"
2016,FL-502,"St. Petersburg, Clearwater, Largo,Pinellas County"
2017,FL-502,"St. Petersburg, Clearwater,Largo,Pinellas County"
2018,FL-502,"St. Petersburg, Clearwater, Largo,PinellasCounty"
2019,FL-502,"St. Petersburg,Clearwater,Largo,Pinellas County"
2012,FL-503,Lakeland
2013,FL-503,Lakeland
2014,FL-503,Lakeland
2015,FL-503,"Lakeland, Winterhaven,Polk County"
2016,FL-503,"Lakeland, Winterhaven,Polk County"
2017,FL-503,"Lakeland, Winterhaven,Polk County"
2018,FL-503,"Lakeland, Winterhaven,Polk County"
2019,FL-503,"Lakeland, Winterhaven,Polk County"
2012,FL-504,"Daytona Beach,Daytona,Volusia, Flagler Counties"
2013,FL-504,"Daytona Beach,Daytona,Volusia, Flagler Counties"
2014,FL-504,"Daytona Beach,Daytona,Volusia, Flagler Counties"
2015,FL-504,"Daytona Beach, Daytona,Volusia, Flagler Counties"
2016,FL-504,"Daytona Beach, Daytona,Volusia, Flagler Counties"
2017,FL-504,"Daytona Beach,Daytona,Volusia, Flagler Counties"
2018,FL-504,"Daytona Beach, Daytona,Volusia, FlaglerCounties"
2019,FL-504,"Daytona Beach,Daytona,Volusia, Flagler Counties"
2012,FL-505,"Fort Walton Beach,Okaloosa, Walton Counties"
2013,FL-505,"Fort Walton Beach,Okaloosa, Walton Counties"
2014,FL-505,"Fort Walton Beach,Okaloosa, Walton Counties"
2015,FL-505,"Fort Walton Beach,Okaloosa, Walton Counties"
2016,FL-505,"Fort Walton Beach,Okaloosa, Walton Counties"
2017,FL-505,"Fort Walton Beach,Okaloosa,Walton Counties"
2018,FL-505,"Fort WaltonBeach,Okaloosa, Walton Counties"
2019,FL-505,"Fort Walton Beach,Okaloosa, Walton Counties"
2012,FL-506,"Tallahassee,Leon County"
2013,FL-506,"Tallahassee,Leon County"
2014,FL-506,"Tallahassee,Leon County"
2015,FL-506,"Tallahassee,Leon County"
2016,FL-506,"Tallahassee,Leon County"
2017,FL-506,"Tallahassee,Leon County"
2018,FL-506,"Tallahassee,Leon County"
2019,FL-506,"Tallahassee,Leon County"
2012,FL-507,"Orlando,Orange, Osceola, Seminole Counties"
2013,FL-507,"Orlando,Orange, Osceola, Seminole Counties"
2014,FL-507,"Orlando,Orange, Osceola, Seminole Counties"
2015,FL-507,"Orlando,Orange, Osceola, Seminole Counties"
2016,FL-507,"Orlando,Orange, Osceola, Seminole Counties"
2017,FL-507,"Orlando,Orange, Osceola,Seminole Counties"
2018,FL-507,"Orlando,Orange, Osceola, SeminoleCounties"
2019,FL-507,"Orlando,Orange, Osceola, Seminole Counties"
2012,FL-508,"Gainesville,Alachua, Putnam Counties"
2013,FL-508,"Gainesville,Alachua, Putnam Counties"
2014,FL-508,"Gainesville,Alachua, Putnam Counties"
2015,FL-508,"Gainesville,Alachua, Putnam Counties"
2016,FL-508,"Gainesville,Alachua, Putnam Counties"
2017,FL-508,"Gainesville,Alachua, Putnam Counties"
2018,FL-508,"Gainesville,Alachua, Putnam Counties"
2019,FL-508,"Gainesville,Alachua, Putnam Counties"
2012,FL-509,"Fort Pierce,St. Lucie, Indian River, Martin Counties"
2013,FL-509,"Fort Pierce,St. Lucie, Indian River, Martin Counties"
