state_postal_code,county_name,county_fips_code,year,population_estimate,population_density,coc_number,bos_region
KS,Gove County,20063,2015,2698,2.5175755638,,
KS,Gove County,20063,2016,2623,2.4475910689,,
KS,Gove County,20063,2017,2630,2.4541229551,,
KS,Gove County,20063,2018,2612,2.4373266763,,
KS,Graham County,20065,2010,2602,2.89585102,,
KS,Graham County,20065,2011,2635,2.9325778008,,
KS,Graham County,20065,2012,2581,2.8724794322,,
KS,Graham County,20065,2013,2588,2.8802699615,,
KS,Graham County,20065,2014,2557,2.8457690462,,
KS,Graham County,20065,2015,2597,2.8902863563,,
KS,Graham County,20065,2016,2573,2.8635759702,,
KS,Graham County,20065,2017,2505,2.7878965431,,
KS,Graham County,20065,2018,2492,2.7734284173,,
KS,Grant County,20067,2010,7825,13.613239922,,
KS,Grant County,20067,2011,7898,13.740238838,,
KS,Grant County,20067,2012,7839,13.637595879,,
KS,Grant County,20067,2013,7853,13.661951835,,
KS,Grant County,20067,2014,7799,13.568007432,,
KS,Grant County,20067,2015,7737,13.460145339,,
KS,Grant County,20067,2016,7689,13.376639203,,
KS,Grant County,20067,2017,7518,13.079148592,,
KS,Grant County,20067,2018,7336,12.762521159,,
KS,Gray County,20069,2010,6026,6.9354655481,,
KS,Gray County,20069,2011,6086,7.0045209635,,
KS,Gray County,20069,2012,5963,6.862957362,,
KS,Gray County,20069,2013,5980,6.882523063,,
KS,Gray County,20069,2014,6061,6.9757478737,,
KS,Gray County,20069,2015,6077,6.9941626512,,
KS,Gray County,20069,2016,6020,6.9285600066,,
KS,Gray County,20069,2017,5996,6.9009378404,,
KS,Gray County,20069,2018,6033,6.9435220132,,
KS,Greeley County,20071,2010,1258,1.6161266487,,
KS,Greeley County,20071,2011,1254,1.6109879312,,
KS,Greeley County,20071,2012,1267,1.6276887631,,
KS,Greeley County,20071,2013,1282,1.6469589536,,
KS,Greeley County,20071,2014,1301,1.6713678617,,
KS,Greeley County,20071,2015,1301,1.6713678617,,
KS,Greeley County,20071,2016,1277,1.6405355568,,
KS,Greeley County,20071,2017,1233,1.5840096644,,
KS,Greeley County,20071,2018,1227,1.5763015882,,
KS,Greenwood County,20073,2010,6680,5.8427155127,,
KS,Greenwood County,20073,2011,6610,5.781489452,,
KS,Greenwood County,20073,2012,6426,5.620552378,,
KS,Greenwood County,20073,2013,6358,5.5610756332,,
KS,Greenwood County,20073,2014,6288,5.4998495725,,
KS,Greenwood County,20073,2015,6233,5.4517433819,,
KS,Greenwood County,20073,2016,6109,5.3432857885,,
KS,Greenwood County,20073,2017,6094,5.3301659184,,
KS,Greenwood County,20073,2018,6055,5.2960542559,,
KS,Hamilton County,20075,2010,2707,2.716470638,,
KS,Hamilton County,20075,2011,2636,2.6452222393000002,,
KS,Hamilton County,20075,2012,2651,2.6602747179,,
KS,Hamilton County,20075,2013,2620,2.6291662622,,
KS,Hamilton County,20075,2014,2659,2.6683027065,,
KS,Hamilton County,20075,2015,2565,2.5739738406,,
KS,Hamilton County,20075,2016,2629,2.6381977493,,
KS,Hamilton County,20075,2017,2620,2.6291662622,,
KS,Hamilton County,20075,2018,2607,2.6161207807,,
KS,Harper County,20077,2010,6007,7.4968102071,,
KS,Harper County,20077,2011,5935,7.4069533176,,
KS,Harper County,20077,2012,5859,7.3121043788,,
KS,Harper County,20077,2013,5839,7.2871441317,,
KS,Harper County,20077,2014,5827,7.2721679835,,
KS,Harper County,20077,2015,5781,7.2147594152,,
KS,Harper County,20077,2016,5669,7.0749820316,,
KS,Harper County,20077,2017,5583,6.9676529692,,
KS,Harper County,20077,2018,5506,6.871556018,,
KS,Harvey County,20079,2010,34741,64.364285745,,
KS,Harvey County,20079,2011,34686,64.262387823,,
KS,Harvey County,20079,2012,34756,64.392076088,,
KS,Harvey County,20079,2013,34720,64.325379266,,
KS,Harvey County,20079,2014,34603,64.108614595,,
KS,Harvey County,20079,2015,34811,64.49397401,,
KS,Harvey County,20079,2016,34736,64.355022298,,
KS,Harvey County,20079,2017,34413,63.756603591,,
KS,Harvey County,20079,2018,34210,63.380507624,,
KS,Haskell County,20081,2010,4273,7.3988768962,,
KS,Haskell County,20081,2011,4233,7.3296152356,,
KS,Haskell County,20081,2012,4214,7.2967159468,,
KS,Haskell County,20081,2013,4124,7.1408772104,,
KS,Haskell County,20081,2014,4099,7.0975886725,,
KS,Haskell County,20081,2015,4088,7.0785417159,,
KS,Haskell County,20081,2016,4022,6.9642599758,,
KS,Haskell County,20081,2017,4031,6.9798438495,,
KS,Haskell County,20081,2018,3997,6.9209714379,,
KS,Hodgeman County,20083,2010,1920,2.2325787174,,
KS,Hodgeman County,20083,2011,1957,2.2756023697,,
KS,Hodgeman County,20083,2012,1927,2.2407183273,,
KS,Hodgeman County,20083,2013,1924,2.237229923,,
KS,Hodgeman County,20083,2014,1883,2.189555065,,
KS,Hodgeman County,20083,2015,1860,2.1628106324,,
KS,Hodgeman County,20083,2016,1834,2.1325777956,,
KS,Hodgeman County,20083,2017,1849,2.1500198169,,
KS,Hodgeman County,20083,2018,1818,2.113972973,,
KS,Jackson County,20085,2010,13462,20.514480652,,
KS,Jackson County,20085,2011,13424,20.45657319,,
KS,Jackson County,20085,2012,13401,20.421523936,,
KS,Jackson County,20085,2013,13310,20.282850801,,
KS,Jackson County,20085,2014,13437,20.476383637,,
KS,Jackson County,20085,2015,13284,20.243229905,,
KS,Jackson County,20085,2016,13269,20.220371696,,
KS,Jackson County,20085,2017,13321,20.299613488,,
KS,Jackson County,20085,2018,13280,20.237134383,,
KS,Jefferson County,20087,2010,19138,35.934911553,,
KS,Jefferson County,20087,2011,18958,35.596930359,,
KS,Jefferson County,20087,2012,18878,35.446716496,,
KS,Jefferson County,20087,2013,18790,35.281481246,,
KS,Jefferson County,20087,2014,18822,35.341566791,,
KS,Jefferson County,20087,2015,18813,35.324667731,,
KS,Jefferson County,20087,2016,18842,35.379120257,,
KS,Jefferson County,20087,2017,18990,35.657015905,,
KS,Jefferson County,20087,2018,18975,35.628850805,,
KS,Jewell County,20089,2010,3063,3.36604191,,
KS,Jewell County,20089,2011,3090,3.3957131903,,
KS,Jewell County,20089,2012,3054,3.3561514833,,
KS,Jewell County,20089,2013,3060,3.3627451011,,
KS,Jewell County,20089,2014,3043,3.3440631839,,
KS,Jewell County,20089,2015,2962,3.255049343,,
KS,Jewell County,20089,2016,2880,3.1649365657,,
KS,Jewell County,20089,2017,2855,3.1374631581,,
KS,Jewell County,20089,2018,2841,3.1220780497,,
KS,Johnson County,20091,2010,545665,1152.1368071,,
KS,Johnson County,20091,2011,552872,1167.3539274,,
KS,Johnson County,20091,2012,559451,1181.2450658,,
KS,Johnson County,20091,2013,566411,1195.9406614,,
KS,Johnson County,20091,2014,573043,1209.943706,,
KS,Johnson County,20091,2015,579708,1224.0164279,,
KS,Johnson County,20091,2016,585921,1237.1347807,,
KS,Johnson County,20091,2017,591284,1248.4584128,,
KS,Johnson County,20091,2018,597555,1261.6992289,,
KS,Kearny County,20093,2010,4002,4.5971292485,,
KS,Kearny County,20093,2011,3958,4.5465860984,,
KS,Kearny County,20093,2012,3972,4.5626680098,,
KS,Kearny County,20093,2013,3912,4.4937455323,,
KS,Kearny County,20093,2014,3939,4.5247606471,,
KS,Kearny County,20093,2015,3936,4.5213145233,,
KS,Kearny County,20093,2016,3902,4.4822584527,,
KS,Kearny County,20093,2017,3940,4.5259093551,,
KS,Kearny County,20093,2018,3943,4.529355479,,
KS,Kingman County,20095,2010,7857,9.10045815,,
KS,Kingman County,20095,2011,7890,9.1386807692,,
KS,Kingman County,20095,2012,7825,9.063393792,,
KS,Kingman County,20095,2013,7801,9.0355955235,,
KS,Kingman County,20095,2014,7683,8.8989207034,,
KS,Kingman County,20095,2015,7634,8.8421659052,,
KS,Kingman County,20095,2016,7412,8.5850319216,,
KS,Kingman County,20095,2017,7313,8.470364064,,
KS,Kingman County,20095,2018,7310,8.4668892805,,
KS,Kiowa County,20097,2010,2569,3.5550226578,,
KS,Kiowa County,20097,2011,2558,3.5398006846,,
KS,Kiowa County,20097,2012,2512,3.4761451601,,
KS,Kiowa County,20097,2013,2534,3.5065891066,,
KS,Kiowa County,20097,2014,2532,3.5038214751,,
KS,Kiowa County,20097,2015,2572,3.5591741051,,
KS,Kiowa County,20097,2016,2510,3.4733775287,,
KS,Kiowa County,20097,2017,2501,3.4609231869,,
KS,Kiowa County,20097,2018,2516,3.4816804231,,
KS,Labette County,20099,2010,21534,33.365709982,,
KS,Labette County,20099,2011,21374,33.117799069,,
KS,Labette County,20099,2012,21163,32.790866553,,
KS,Labette County,20099,2013,20872,32.33997858,,
KS,Labette County,20099,2014,20774,32.188133146,,
KS,Labette County,20099,2015,20630,31.965013324,,
KS,Labette County,20099,2016,20313,31.473839828,,
KS,Labette County,20099,2017,20152,31.224379472,,
KS,Labette County,20099,2018,19964,30.933084149,,
KS,Lane County,20101,2010,1736,2.4198197177,,
KS,Lane County,20101,2011,1743,2.4295770553,,
KS,Lane County,20101,2012,1683,2.3459427333,,
KS,Lane County,20101,2013,1698,2.3668513138,,
KS,Lane County,20101,2014,1666,2.322246342,,
KS,Lane County,20101,2015,1630,2.2720657488,,
KS,Lane County,20101,2016,1593,2.2204912502,,
KS,Lane County,20101,2017,1546,2.1549776979,,
KS,Lane County,20101,2018,1560,2.1744923731,,
KS,Leavenworth County,20103,2010,76510,165.10393111,,
KS,Leavenworth County,20103,2011,77052,166.27353418,,
KS,Leavenworth County,20103,2012,77635,167.53161275,,
KS,Leavenworth County,20103,2013,78069,168.46815838,,
KS,Leavenworth County,20103,2014,78537,169.47807395,,
KS,Leavenworth County,20103,2015,79099,170.6908358,,
KS,Leavenworth County,20103,2016,80190,173.04514751,,
KS,Leavenworth County,20103,2017,81032,174.86213234,,
KS,Leavenworth County,20103,2018,81352,175.5526729,,
KS,Lincoln County,20105,2010,3244,4.5093391137,,
KS,Lincoln County,20105,2011,3233,4.4940485063,,
KS,Lincoln County,20105,2012,3179,4.4189855248,,
KS,Lincoln County,20105,2013,3160,4.3925744757,,
KS,Lincoln County,20105,2014,3183,4.4245457456,,
KS,Lincoln County,20105,2015,3144,4.3703335923,,
KS,Lincoln County,20105,2016,3082,4.284150169,,
KS,Lincoln County,20105,2017,3051,4.2410584574,,
KS,Lincoln County,20105,2018,3023,4.2021369114,,
KS,Linn County,20107,2010,9627,16.204860553,,
KS,Linn County,20107,2011,9612,16.179611472,,
KS,Linn County,20107,2012,9485,15.965835915,,
KS,Linn County,20107,2013,9544,16.065148969,,
KS,Linn County,20107,2014,9537,16.053366064,,
KS,Linn County,20107,2015,9582,16.129113309,,
KS,Linn County,20107,2016,9608,16.172878383,,
KS,Linn County,20107,2017,9696,16.321006329,,
KS,Linn County,20107,2018,9750,16.411903022,,
KS,Logan County,20109,2010,2774,2.5852911197,,
KS,Logan County,20109,2011,2766,2.5778353414,,
KS,Logan County,20109,2012,2793,2.6029985931,,
KS,Logan County,20109,2013,2775,2.586223092,,
KS,Logan County,20109,2014,2768,2.579699286,,
KS,Logan County,20109,2015,2786,2.5964747871,,
KS,Logan County,20109,2016,2818,2.6262979003,,
KS,Logan County,20109,2017,2834,2.6412094568,,
KS,Logan County,20109,2018,2844,2.6505291797,,
KS,Lyon County,20111,2010,33649,39.70436489,,
KS,Lyon County,20111,2011,33650,39.705544846,,
KS,Lyon County,20111,2012,33557,39.595808868,,
KS,Lyon County,20111,2013,33489,39.515571809,,
KS,Lyon County,20111,2014,33154,39.120286295,,
KS,Lyon County,20111,2015,33165,39.13326582,,
KS,Lyon County,20111,2016,33425,39.440054576,,
KS,Lyon County,20111,2017,33344,39.344478079,,
KS,Lyon County,20111,2018,33406,39.417635398,,
KS,McPherson County,20113,2010,29126,32.424067056,,
KS,McPherson County,20113,2011,29149,32.449671449,,
KS,McPherson County,20113,2012,29217,32.525371392,,
KS,McPherson County,20113,2013,29412,32.742452113,,
KS,McPherson County,20113,2014,28893,32.164683425,,
KS,McPherson County,20113,2015,28634,31.876355699,,
KS,McPherson County,20113,2016,28411,31.628104413,,
KS,McPherson County,20113,2017,28673,31.919771843,,
KS,McPherson County,20113,2018,28537,31.768371955,,
KS,Marion County,20115,2010,12670,13.417362324,,
KS,Marion County,20115,2011,12544,13.283929992,,
KS,Marion County,20115,2012,12374,13.103902242,,
KS,Marion County,20115,2013,12203,12.922815505,,
KS,Marion County,20115,2014,12185,12.903753743,,
KS,Marion County,20115,2015,12047,12.757613569,,
KS,Marion County,20115,2016,12008,12.716313085,,
KS,Marion County,20115,2017,11972,12.678189562,,
KS,Marion County,20115,2018,11950,12.654891853,,
KS,Marshall County,20117,2010,10111,11.232263096,,
KS,Marshall County,20117,2011,9981,11.087846698,,
KS,Marshall County,20117,2012,10024,11.135615199,,
KS,Marshall County,20117,2013,9972,11.07784864,,
KS,Marshall County,20117,2014,9943,11.045632674,,
KS,Marshall County,20117,2015,9842,10.933432241,,
KS,Marshall County,20117,2016,9783,10.867889414,,
KS,Marshall County,20117,2017,9698,10.773463308,,
KS,Marshall County,20117,2018,9722,10.800124797,,
KS,Meade County,20119,2010,4596,4.6989892663,,
KS,Meade County,20119,2011,4519,4.6202638152,,
KS,Meade County,20119,2012,4378,4.4761042228,,
KS,Meade County,20119,2013,4287,4.3830650532,,
KS,Meade County,20119,2014,4358,4.4556560537,,
KS,Meade County,20119,2015,4303,4.3994235885,,
KS,Meade County,20119,2016,4238,4.3329670389,,
KS,Meade County,20119,2017,4260,4.3554600249,,
KS,Meade County,20119,2018,4146,4.2389054609,,
KS,Miami County,20121,2010,32882,57.098824174,,
KS,Miami County,20121,2011,32735,56.843562111,,
KS,Miami County,20121,2012,32667,56.725481701,,
KS,Miami County,20121,2013,32834,57.015473297,,
KS,Miami County,20121,2014,32868,57.074513502,,
KS,Miami County,20121,2015,32756,56.88002812,,
KS,Miami County,20121,2016,32916,57.157864379,,
KS,Miami County,20121,2017,33413,58.020893259,,
KS,Miami County,20121,2018,33680,58.484532516,,
KS,Mitchell County,20123,2010,6336,9.0283157122,,
KS,Mitchell County,20123,2011,6284,8.9542196868,,
KS,Mitchell County,20123,2012,6301,8.9784433874,,
KS,Mitchell County,20123,2013,6308,8.9884178524,,
KS,Mitchell County,20123,2014,6246,8.9000725913,,
KS,Mitchell County,20123,2015,6300,8.9770184638,,
KS,Mitchell County,20123,2016,6224,8.8687242728,,
KS,Mitchell County,20123,2017,6191,8.8217017952,,
KS,Mitchell County,20123,2018,6150,8.763279929,,
KS,Montgomery County,20125,2010,35353,54.930614931,,
KS,Montgomery County,20125,2011,34781,54.041855512,,
KS,Montgomery County,20125,2012,34475,53.566400298,,
KS,Montgomery County,20125,2013,34449,53.526002143,,
KS,Montgomery County,20125,2014,34095,52.975965719,,
KS,Montgomery County,20125,2015,33426,51.936490105,,
KS,Montgomery County,20125,2016,32820,50.994902329,,
KS,Montgomery County,20125,2017,32388,50.323671439,,
KS,Montgomery County,20125,2018,32120,49.907259683,,
KS,Morris County,20127,2010,5918,8.5109112001,,
KS,Morris County,20127,2011,5864,8.4332516521,,
KS,Morris County,20127,2012,5848,8.4102414157,,
KS,Morris County,20127,2013,5719,8.2247213845,,
KS,Morris County,20127,2014,5664,8.1456236968,,
KS,Morris County,20127,2015,5628,8.0938506648,,
KS,Morris County,20127,2016,5552,7.9845520417,,
KS,Morris County,20127,2017,5466,7.8608720209,,
KS,Morris County,20127,2018,5521,7.9399697086,,
KS,Morton County,20129,2010,3240,4.4399926499,,
KS,Morton County,20129,2011,3175,4.3509187233,,
KS,Morton County,20129,2012,3127,4.2851410544,,
KS,Morton County,20129,2013,3116,4.2700670053,,
KS,Morton County,20129,2014,3040,4.1659190295,,
KS,Morton County,20129,2015,2952,4.0453266366,,
KS,Morton County,20129,2016,2787,3.8192158998,,
KS,Morton County,20129,2017,2744,3.7602900714,,
KS,Morton County,20129,2018,2667,3.6547717275,,
KS,Nemaha County,20131,2010,10161,14.163108733,,
KS,Nemaha County,20131,2011,10089,14.062750124,,
KS,Nemaha County,20131,2012,10069,14.034872732,,
KS,Nemaha County,20131,2013,10094,14.069719471,,
KS,Nemaha County,20131,2014,10087,14.059962384,,
KS,Nemaha County,20131,2015,10093,14.068325602,,
KS,Nemaha County,20131,2016,10088,14.061356254,,
KS,Nemaha County,20131,2017,10098,14.07529495,,
KS,Nemaha County,20131,2018,10155,14.154745515,,
KS,Neosho County,20133,2010,16474,28.827201017,,
KS,Neosho County,20133,2011,16445,28.776455064,,
KS,Neosho County,20133,2012,16418,28.729208832,,
KS,Neosho County,20133,2013,16382,28.666213856,,
KS,Neosho County,20133,2014,16323,28.56297209,,
KS,Neosho County,20133,2015,16261,28.454480742,,
KS,Neosho County,20133,2016,16062,28.106258513,,
KS,Neosho County,20133,2017,16028,28.046763258,,
KS,Neosho County,20133,2018,15951,27.912024003,,
KS,Ness County,20135,2010,3104,2.8881419055,,
KS,Ness County,20135,2011,3117,2.9002378607,,
KS,Ness County,20135,2012,3077,2.8630195372,,
KS,Ness County,20135,2013,3087,2.872324118,,
KS,Ness County,20135,2014,3089,2.8741850342,,
KS,Ness County,20135,2015,3015,2.8053311357,,
KS,Ness County,20135,2016,2953,2.7476427342,,
KS,Ness County,20135,2017,2878,2.6778583776,,
KS,Ness County,20135,2018,2840,2.6425009703,,
KS,Norton County,20137,2010,5665,6.4518426922,,
KS,Norton County,20137,2011,5655,6.4404537378,,
KS,Norton County,20137,2012,5586,6.3618699521,,
KS,Norton County,20137,2013,5614,6.3937590246,,
KS,Norton County,20137,2014,5534,6.302647389,,
KS,Norton County,20137,2015,5538,6.3072029708,,
KS,Norton County,20137,2016,5494,6.2570915712,,
KS,Norton County,20137,2017,5436,6.1910356355,,
KS,Norton County,20137,2018,5430,6.1842022628,,
KS,Osage County,20139,2010,16275,23.068533221,,
KS,Osage County,20139,2011,16341,23.162083033,,
KS,Osage County,20139,2012,16175,22.926791081,,
KS,Osage County,20139,2013,16079,22.790718627,,
KS,Osage County,20139,2014,15969,22.634802274,,
KS,Osage County,20139,2015,15863,22.484555606,,
KS,Osage County,20139,2016,15807,22.405180008,,
KS,Osage County,20139,2017,15830,22.4377807,,
KS,Osage County,20139,2018,15941,22.595114475,,
KS,Osborne County,20141,2010,3850,4.3136496456,,
KS,Osborne County,20141,2011,3832,4.293481933,,
KS,Osborne County,20141,2012,3809,4.2677120779,,
KS,Osborne County,20141,2013,3800,4.2576282216,,
KS,Osborne County,20141,2014,3752,4.2038476546,,
KS,Osborne County,20141,2015,3642,4.0806005219,,
KS,Osborne County,20141,2016,3592,4.0245790979,,
KS,Osborne County,20141,2017,3556,3.9842436727,,
KS,Osborne County,20141,2018,3475,3.8934889658,,
KS,Ottawa County,20143,2010,6096,8.4580860057,,
KS,Ottawa County,20143,2011,6063,8.4122991228,,
KS,Ottawa County,20143,2012,6028,8.3637372773,,
KS,Ottawa County,20143,2013,6043,8.3845494968,,
KS,Ottawa County,20143,2014,6029,8.3651247586,,
KS,Ottawa County,20143,2015,5937,8.237476479,,
KS,Ottawa County,20143,2016,5908,8.1972395213,,
KS,Ottawa County,20143,2017,5834,8.0945659051,,
KS,Ottawa County,20143,2018,5802,8.0501665035,,
KS,Pawnee County,20145,2010,6980,9.2540687828,,
KS,Pawnee County,20145,2011,6977,9.2500913894,,
KS,Pawnee County,20145,2012,6862,9.0976246401,,
KS,Pawnee County,20145,2013,6863,9.0989504379,,
KS,Pawnee County,20145,2014,6822,9.0445927273,,
KS,Pawnee County,20145,2015,6768,8.972999645,,
KS,Pawnee County,20145,2016,6717,8.9053839562,,
KS,Pawnee County,20145,2017,6670,8.8430714587,,
KS,Pawnee County,20145,2018,6562,8.6998852941,,
KS,Phillips County,20147,2010,5634,6.3598414083,,
KS,Phillips County,20147,2011,5542,6.255988833,,
KS,Phillips County,20147,2012,5523,6.2345410185,,
KS,Phillips County,20147,2013,5562,6.2785654798,,
KS,Phillips County,20147,2014,5496,6.2040625453,,
KS,Phillips County,20147,2015,5421,6.1194001197,,
KS,Phillips County,20147,2016,5404,6.1002099699,,
KS,Phillips County,20147,2017,5400,6.0956946406,,
KS,Phillips County,20147,2018,5317,6.0020015563,,
KS,Pottawatomie County,20149,2010,21728,25.842506045,,
KS,Pottawatomie County,20149,2011,22024,26.194557858,,
KS,Pottawatomie County,20149,2012,22328,26.556124584,,
KS,Pottawatomie County,20149,2013,22573,26.847518821,,
KS,Pottawatomie County,20149,2014,22738,27.04376392,,
KS,Pottawatomie County,20149,2015,23126,27.505237242,,
KS,Pottawatomie County,20149,2016,23612,28.083268259,,
KS,Pottawatomie County,20149,2017,23972,28.511439383,,
KS,Pottawatomie County,20149,2018,24277,28.874195473,,
KS,Pratt County,20151,2010,9641,13.116319389,,
KS,Pratt County,20151,2011,9642,13.117679862,,
KS,Pratt County,20151,2012,9758,13.27549472,,
KS,Pratt County,20151,2013,9776,13.299983233,,
KS,Pratt County,20151,2014,9767,13.287738977,,
KS,Pratt County,20151,2015,9696,13.191145399,,
KS,Pratt County,20151,2016,9554,12.997958245,,
KS,Pratt County,20151,2017,9513,12.942178856,,
KS,Pratt County,20151,2018,9378,12.758515012,,
KS,Rawlins County,20153,2010,2496,2.3339832239,,
KS,Rawlins County,20153,2011,2508,2.3452042971,,
KS,Rawlins County,20153,2012,2509,2.3461393865,,
KS,Rawlins County,20153,2013,2562,2.3956991264,,
KS,Rawlins County,20153,2014,2543,2.3779324272,,
KS,Rawlins County,20153,2015,2508,2.3452042971,,
KS,Rawlins County,20153,2016,2500,2.3377235816,,
KS,Rawlins County,20153,2017,2485,2.3236972401,,
KS,Rawlins County,20153,2018,2508,2.3452042971,,
KS,Reno County,20155,2010,64548,51.411289248,,
KS,Reno County,20155,2011,64420,51.309339613,,
KS,Reno County,20155,2012,64199,51.133317197,,
KS,Reno County,20155,2013,64072,51.032164044,,
KS,Reno County,20155,2014,63699,50.735076436,,
KS,Reno County,20155,2015,63591,50.649056432,,
KS,Reno County,20155,2016,63184,50.324888453,,
KS,Reno County,20155,2017,62688,49.929833618,,
KS,Reno County,20155,2018,62342,49.654251012,,
KS,Republic County,20157,2010,4938,6.883407609,,
KS,Republic County,20157,2011,4891,6.8178911737,,
KS,Republic County,20157,2012,4825,6.7258893709,,
KS,Republic County,20157,2013,4767,6.6450393018,,
KS,Republic County,20157,2014,4741,6.6087961674,,
KS,Republic County,20157,2015,4688,6.5349159318,,
KS,Republic County,20157,2016,4660,6.4958848639,,
KS,Republic County,20157,2017,4675,6.5167943646,,
KS,Republic County,20157,2018,4664,6.5014607308,,
KS,Rice County,20159,2010,10114,13.926651832,,
KS,Rice County,20159,2011,10095,13.900489445,,
KS,Rice County,20159,2012,9987,13.751776928,,
KS,Rice County,20159,2013,9976,13.736630283,,
KS,Rice County,20159,2014,9968,13.725614541,,
KS,Rice County,20159,2015,9925,13.666404927,,
KS,Rice County,20159,2016,9788,13.477760345,,
KS,Rice County,20159,2017,9598,13.216136473,,
KS,Rice County,20159,2018,9531,13.123879633,,
KS,Riley County,20161,2010,71553,117.35381142,,
KS,Riley County,20161,2011,73419,120.41423114,,
KS,Riley County,20161,2012,77499,127.10582409,,
KS,Riley County,20161,2013,76936,126.18244987,,
KS,Riley County,20161,2014,76485,125.44276643,,
KS,Riley County,20161,2015,77149,126.53179038,,
KS,Riley County,20161,2016,75163,123.2745591,,
KS,Riley County,20161,2017,73982,121.33760536,,
KS,Riley County,20161,2018,73703,120.88001849,,
KS,Rooks County,20163,2010,5194,5.8325015495,,
KS,Rooks County,20163,2011,5199,5.8381162025,,
KS,Rooks County,20163,2012,5220,5.8616977452,,
KS,Rooks County,20163,2013,5194,5.8325015495,,
KS,Rooks County,20163,2014,5204,5.8437308555,,
KS,Rooks County,20163,2015,5182,5.8190263823,,
KS,Rooks County,20163,2016,5123,5.7527734767,,
KS,Rooks County,20163,2017,5067,5.689889363,,
KS,Rooks County,20163,2018,5013,5.6292511104,,
KS,Rush County,20165,2010,3314,4.6171229491,,
KS,Rush County,20165,2011,3211,4.4736215418,,
KS,Rush County,20165,2012,3209,4.4708351067,,
KS,Rush County,20165,2013,3178,4.4276453628,,
KS,Rush County,20165,2014,3162,4.4053538821,,
KS,Rush County,20165,2015,3100,4.3189743942,,
KS,Rush County,20165,2016,3055,4.2562796046,,
KS,Rush County,20165,2017,3065,4.27021178,,
KS,Rush County,20165,2018,3093,4.3092218713,,
KS,Russell County,20167,2010,6999,7.8972307302,,
KS,Russell County,20167,2011,6984,7.880305675,,
KS,Russell County,20167,2012,6987,7.8836906861,,
KS,Russell County,20167,2013,6974,7.8690223049,,
KS,Russell County,20167,2014,7004,7.9028724152,,
KS,Russell County,20167,2015,7040,7.9434925476,,
KS,Russell County,20167,2016,7004,7.9028724152,,
KS,Russell County,20167,2017,6929,7.8182471395,,
KS,Russell County,20167,2018,6907,7.7934237253,,
KS,Saline County,20169,2010,55783,77.450357756,,
KS,Saline County,20169,2011,55778,77.443415645,,
KS,Saline County,20169,2012,55836,77.523944135,,
KS,Saline County,20169,2013,55762,77.421200889,,
KS,Saline County,20169,2014,55524,77.090756396,,
KS,Saline County,20169,2015,55453,76.992178417,,
KS,Saline County,20169,2016,54977,76.331289432,,
KS,Saline County,20169,2017,54529,75.709276269,,
KS,Saline County,20169,2018,54401,75.531558222,,
KS,Scott County,20171,2010,4960,6.9120720147,,
KS,Scott County,20171,2011,4892,6.8173097371,,
KS,Scott County,20171,2012,4856,6.7671414724,,
KS,Scott County,20171,2013,4909,6.8410003065,,
KS,Scott County,20171,2014,4969,6.9246140808,,
KS,Scott County,20171,2015,4952,6.9009235114,,
KS,Scott County,20171,2016,4983,6.9441239615,,
KS,Scott County,20171,2017,4943,6.8883814453,,
KS,Scott County,20171,2018,4897,6.8242775516,,
KS,Sedgwick County,20173,2010,499127,500.38638234,,
KS,Sedgwick County,20173,2011,500984,502.24806787,,
KS,Sedgwick County,20173,2012,504135,505.40701838,,
KS,Sedgwick County,20173,2013,506518,507.79603109,,
KS,Sedgwick County,20173,2014,509072,510.35647527,,
KS,Sedgwick County,20173,2015,511164,512.45375374,,
KS,Sedgwick County,20173,2016,513188,514.48286063,,
KS,Sedgwick County,20173,2017,513289,514.58411547,,
KS,Sedgwick County,20173,2018,513607,514.90291784,,
KS,Seward County,20175,2010,22974,35.916353515,,
KS,Seward County,20175,2011,23140,36.175869258,,
KS,Seward County,20175,2012,23368,36.532312568,,
KS,Seward County,20175,2013,23335,36.480722089,,
KS,Seward County,20175,2014,23335,36.480722089,,
KS,Seward County,20175,2015,23270,36.379104479,,
KS,Seward County,20175,2016,22878,35.766272121,,
KS,Seward County,20175,2017,22199,34.704758931,,
KS,Seward County,20175,2018,21780,34.049716182,,
KS,Shawnee County,20177,2010,178350,327.84162707,,
KS,Shawnee County,20177,2011,178928,328.90410232,,
KS,Shawnee County,20177,2012,178965,328.97211544,,
KS,Shawnee County,20177,2013,178657,328.40595216,,
KS,Shawnee County,20177,2014,178586,328.27544049,,
KS,Shawnee County,20177,2015,178736,328.55116936,,
KS,Shawnee County,20177,2016,178426,327.9813297,,
KS,Shawnee County,20177,2017,178173,327.516267,,
KS,Shawnee County,20177,2018,177499,326.27732528,,
KS,Sheridan County,20179,2010,2530,2.8237957099,,
KS,Sheridan County,20179,2011,2501,2.7914280911,,
KS,Sheridan County,20179,2012,2491,2.7802668432,,
KS,Sheridan County,20179,2013,2500,2.7903119663,,
KS,Sheridan County,20179,2014,2502,2.7925442159,,
KS,Sheridan County,20179,2015,2476,2.7635249714,,
KS,Sheridan County,20179,2016,2487,2.7758023441,,
KS,Sheridan County,20179,2017,2531,2.8249118347,,
KS,Sheridan County,20179,2018,2533,2.8271440842,,
KS,Sherman County,20181,2010,6018,5.6985179304,,
